0.5,17
82,18
2,18
31,18
76,18
1,15
0.5,17
65,18
99,18
91,18
87,18
85,17
90,18
92,18
26,18
96,19
80,17
45,18
88,17
0.5,18
70,18
22,18
28,18
81,18
78,18
8,18
15,18
30,18
95,18
3,18
0.5,18
79,18
1,18
0.5,17
32,18
11,18
21,18
0.5,17
2,18
6,19
0.5,19
0.5,18
1,18
76,18
81,18
6,18
23,18
30,19
18,18
20,18
0.5,18
1,18
72,18
85,18
32,18
88,18
14,18
84,18
89,18
85,18
19,18
4,18
89,18
59,18
1,18
94,18
36,18
87,18
2,17
75,18
0.5,18
52,18
0.5,17
65,18
32,17
41,18
94,17
76,18
76,18
76,18
76,17
73,19
4,19
67,18
21,15
0.5,17
19,16
23,17
92,18
