78,18
18,18
9,19
12,18
21,17
71,17
54,18
61,18
66,17
86,18
0.5,18
91,19
86,19
77,18
65,18
66,18
88,18
89,17
84,18
88,19
14,19
74,19
85,19
0.5,19
88,19
95,19
68,19
5,19
2,19
67,19
73,19
21,18
25,18
78,19
81,19
79,19
19,19
68,19
76,19
87,19
0.5,19
80,19
80,19
9,19
49,19
92,18
22,19
72,18
0.5,19
84,19
3,19
81,19
7,19
87,19
77,19
88,19
84,19
77,19
88,18
58,19
84,19
89,19
85,19
0.5,19
18,19
93,19
88,18
55,19
31,19
51,19
92,19
26,18
0.5,19
84,18
39,19
2,19
84,19
19,19
19,19
64,19
76,20
74,18
96,19
74,19
0.5,18
21,19
21,19
31,18
22,20
65,19
27,19
97,19
80,19
32,19
29,18
0.5,19
21,19
0.5,18
0.5,19
79,19
1,19
16,18
0.5,19
33,19
34,18
0.5,19
43,19
39,19
50,16
60,19
79,19
86,19
64,19
67,19
0.5,19
0.5,19
85,19
58,19
73,19
0.5,19
0.5,16
0.5,19
36,19
23,19
41,18
74,17
0.5,18
73,19
82,19
3,19
0.5,20
89,17
96,19
51,19
5,19
63,19
53,19
87,18
28,18
72,19
91,19
20,19
81,19
12,19
53,18
61,19
71,19
80,19
1,17
19,16
20,16
16,16
0.5,16
38,17
29,17
55,17
20,17
0.5,16
28,17
0.5,17
83,16
1,17
22,17
3,17
0.5,17
80,16
45,17
2,16
0.5,17
42,16
0.5,16
0.5,17
35,18
4,17
76,16
41,16
94,18
21,17
18,17
38,17
0.5,16
6,16
15,16
0.5,18
18,17
18,17
19,17
1,16
0.5,17
0.5,16
24,16
88,17
2,17
22,17
72,17
43,17
11,16
88,17
72,16
78,17
0.5,17
47,17
0.5,16
87,17
38,17
61,17
61,17
81,16
13,16
83,16
30,17
29,17
0.5,14
81,17
50,16
49,14
1,17
0.5,17
2,17
51,17
4,17
5,15
1,17
0.5,17
41,18
81,18
5,17
0.5,16
91,17
87,17
83,17
1,17
21,16
8,17
1,17
63,17
23,17
23,16
18,17
34,16
3,17
30,17
35,16
20,17
32,17
3,17
6,17
4,17
20,17
19,17
52,17
17,17
21,17
21,17
35,17
15,17
19,17
22,17
3,17
16,17
3,16
18,17
0.5,17
11,17
18,16
13,17
20,17
20,17
4,17
26,17
71,17
44,18
43,17
20,16
18,17
57,17
18,17
50,17
5,17
21,17
2,17
83,16
5,17
86,17
65,17
3,17
1,17
0.5,17
0.5,17
72,17
51,18
52,17
