GBACC,AGE,ISODATE
ABG80425,1,1993/03/16
ABI21277,45,1993/03/16
ABI21442,79,1993/03/16
ABG80392,70,1993/03/20
ABG48346,,1993/03/26
ABG88751,33,1993/03/26
ABG88784,73,1993/03/26
ABI21244,67,1993/03/26
ABI21299,83,1993/03/31
ABG88773,37,1993/04/01
ABG88762,93,1993/04/03
ABG80348,76,1993/04/05
ABI21376,1,1993/04/05
ABG80370,80,1993/04/19
ABI21343,89,1993/04/19
ABG37351,27,1993/11/08
ABG47939,1,1993/12/02
ABG48038,82,1993/12/30
ABJ09140,2,1993/12/30
ABG88421,31,1994/01/02
ABK40678,76,1994/01/03
ABG67234,1,1994/01/04
ABG26934,1,1994/01/06
ABG47917,65,1994/01/06
ABG67245,,1994/01/06
ABI20936,99,1994/01/07
ABI20925,91,1994/01/10
ABG26923,87,1994/01/11
ABG80161,85,1994/01/11
ABG47928,90,1994/01/12
ABG80139,92,1994/01/12
ABG47994,26,1994/01/13
ABG80117,96,1994/01/14
ABG88454,80,1994/01/14
ABG88498,45,1994/01/15
ABG47961,88,1994/01/17
ABG80150,1,1994/01/17
ABI20947,70,1994/01/18
ABI30389,22,1994/01/19
ABG47972,28,1994/01/20
ABG88465,81,1994/01/21
ABG47983,78,1994/01/24
ABG88520,8,1994/01/25
ABG88432,15,1994/01/27
ABG88443,30,1994/01/30
ABG48016,95,1994/01/31
ABG80073,47,1994/01/31
ABG48027,3,1994/02/01
ABI92324,1,1994/02/03
ABG88476,79,1994/02/04
ABF47858,1,1994/02/07
ABI20958,1,1994/02/07
ABG48005,32,1994/02/09
ABG80095,11,1994/02/09
ABG88410,21,1994/02/09
ABG80084,1,1994/02/10
ABG80106,2,1994/02/14
ABG88487,,1994/02/14
ABG88531,6,1994/02/15
ABG80128,1,1994/02/21
ABG67223,1,1994/02/25
ABG67212,1,1994/03/02
ABG88509,76,1994/03/03
ABI20914,81,1994/03/09
ABG47950,2,1994/07/29
ABG37230,6,1994/11/03
ABG79963,23,1994/11/17
ABG67157,30,1994/12/02
ABG37252,18,1994/12/08
ABI20903,,1994/12/12
ABG79974,,1994/12/15
ABG37274,1,1994/12/16
ABG79985,20,1994/12/20
ABG26868,1,1994/12/30
AAZ74606,,1995
ABG80051,1,1995/01/03
ABG37296,21,1995/01/06
ABG80018,72,1995/01/08
ABG26901,85,1995/01/09
ABG37263,84,1995/01/09
ABG37285,32,1995/01/11
ABG67168,88,1995/01/11
ABG37307,14,1995/01/17
ABG26846,21,1995/01/18
ABG88388,84,1995/01/18
ABI20892,1,1995/01/18
ABG37318,20,1995/01/19
ABG80040,7,1995/01/20
ABG88355,,1995/01/20
ABG47906,89,1995/01/22
ABG47873,85,1995/01/23
ABG26912,,1995/01/24
ABG67179,19,1995/01/24
ABG26890,,1995/01/31
ABG88377,4,1995/02/02
ABG47895,90,1995/02/06
ABG88399,19,1995/02/07
ABG80007,,1995/02/08
ABK40645,89,1995/02/08
ABG26879,59,1995/02/10
ABG80062,15,1995/02/14
ABG67190,1,1995/02/18
ABG80029,,1995/02/18
ABK40656,94,1995/02/20
ABG37241,36,1995/02/21
ABK40667,1,1995/02/23
ABG67201,87,1995/03/01
ABG26857,,1995/03/02
ABI20881,1,1995/03/02
ABG37329,2,1995/03/03
ABG88366,75,1995/03/03
ABG79996,1,1995/03/13
ABG37340,52,1995/03/21
ABE13595,20,1995/11/28
ABE14464,19,1995/12/08
ABE14063,19,1995/12/12
ABE15578,88,1995/12/14
ABE13617,94,1995/12/18
ABE13628,83,1995/12/18
ABG67667,20,1995/12/18
ABE13652,22,1995/12/19
ABG47851,37,1995/12/27
ABE13639,1,1995/12/28
ABE14019,11,1995/12/28
ABF47616,1,1995/12/29
ABG37197,21,1996/01/03
ABE14041,89,1996/01/08
ABE13824,81,1996/01/10
ABE14030,80,1996/01/10
ABE14052,1,1996/01/15
ABE14840,87,1996/01/17
ABG37175,1,1996/01/18
ABG37186,,1996/01/22
ABG37153,1,1996/02/16
ABG37164,60,1996/03/01
ABE11911,1,1996/03/19
ABE13606,18,1996/04/01
ABG47862,75,1996/04/01
ABE14124,18,1996/04/04
ABD94844,78,1996/11/12
ABG88289,18,1996/11/12
ABD79233,18,1996/11/18
ABD94899,17,1996/11/18
ABG67135,9,1996/11/19
ABG26758,12,1996/11/21
ABG26769,59,1996/11/25
ABD79145,1,1996/12/02
ABD94866,1,1996/12/02
ABD94888,19,1996/12/04
ABD77851,48,1996/12/05
ABD94855,21,1996/12/05
ABD78126,25,1996/12/09
ABE13555,65,1996/12/09
ABI92291,1,1996/12/09
ABD79244,41,1996/12/10
ABD77840,92,1996/12/11
ABE12645,89,1996/12/12
ABD79200,69,1996/12/12
ABD94921,71,1996/12/12
ABE13076,18,1996/12/12
ABD94833,,1996/12/13
ABF82695,63,1996/12/16
ABD79156,81,1996/12/17
ABG67146,54,1996/12/17
ABD77895,61,1996/12/18
ABD94910,92,1996/12/18
ABG37131,66,1996/12/18
ABD94877,86,1996/12/20
ABD77873,1,1996/12/21
ABE13471,80,1996/12/22
ABD77697,91,1996/12/23
ABD94932,1,1996/12/23
ABF47594,86,1996/12/23
ABF82706,77,1996/12/23
ABG37142,65,1996/12/24
ABE13323,66,1996/12/27
ABD77884,88,1996/12/28
ABD78115,39,1996/12/31
ABD79134,90,1997/01/02
ABD79167,86,1997/01/02
ABD77686,89,1997/01/03
ABD79123,,1997/01/06
ABD77829,32,1997/01/06
ABD79211,42,1997/01/06
ABD77906,84,1997/01/06
ABD79189,1,1997/01/17
ABD79222,87,1997/01/17
ABD77862,58,1997/01/22
ABD79178,1,1997/03/01
ABB80148,88,1997/11/26
ABB77853,41,1997/11/29
ABB59996,14,1997/12/02
ABC50178,74,1997/12/17
ABD15603,85,1997/12/17
ABB79716,1,1997/12/21
ABB77864,88,1997/12/22
ABB80159,95,1997/12/23
ABC50189,68,1997/12/24
ABB80704,5,1997/12/26
ABB80715,2,1997/12/28
ABC67576,94,1997/12/29
ABB80492,76,1997/12/31
ABB80514,67,1997/12/31
AAP23238,,1998
ABD15614,73,1998/01/01
ABB60007,,1998/01/03
ABB80185,83,1998/01/05
ABB80207,25,1998/01/05
ABB80218,78,1998/01/08
ABD15592,81,1998/01/13
ABB80641,79,1998/01/18
ABB80229,19,1998/01/19
ABD15570,68,1998/01/19
ABD15548,76,1998/01/19
ABD15636,87,1998/01/25
ABB80737,1,1998/01/26
ABB80081,80,1998/01/29
ABB80240,80,1998/01/29
ABB80661,9,1998/02/01
ABB80503,49,1998/02/02
ABC02234,92,1998/02/02
ABD15537,22,1998/02/02
ABD94822,72,1998/02/03
ACT21466,76,1998/02/05
ACT21467,76,1998/02/05
ACT21468,76,1998/02/05
ACT21469,76,1998/02/05
ACT21470,76,1998/02/05
ACT21471,76,1998/02/05
ACT21472,76,1998/02/05
ABC02299,1,1998/02/08
ABB80251,84,1998/02/10
ABB80724,3,1998/02/12
ABB80196,81,1998/02/13
ABD15559,7,1998/02/15
ABB80693,87,1998/02/17
ABB80682,77,1998/02/19
ABC50167,88,1998/02/20
ABB80529,84,1998/02/22
ABD15581,77,1998/02/28
ABB80748,88,1998/03/03
ABB96531,58,1998/03/05
ABB80672,63,1998/03/12
ABC02288,84,1998/03/15
ABC84411,89,1998/03/20
AAY64192,85,1998/11/02
ABB02947,1,1998/11/23
AAY98137,18,1998/12/04
AAY46426,19,1998/12/12
AAY46436,93,1998/12/12
AAY46416,,1998/12/28
AAY64232,63,1998/12/28
AAY98177,90,1998/12/28
AAZ79571,82,1998/12/28
AAZ83312,88,1998/12/28
AAY64402,55,1998/12/29
AAY64322,60,1998/12/30
AAY98157,1,1998/12/30
AAZ79582,81,1998/12/30
AAZ74386,67,1998/12/31
ABF21273,,1999
ABE73114,,1999
AAZ43405,,1999
ACF54554,,1999
AFG72801,,1999
AFM72279,,1999
AAY98207,83,1999/01/04
ABB02958,1,1999/01/04
AAY98217,31,1999/01/06
AAY98087,51,1999/01/08
ABB02969,82,1999/01/08
ABB02980,1,1999/01/11
ABB46414,92,1999/01/11
AAZ83266,26,1999/01/12
ABB02991,15,1999/01/12
ABB03002,66,1999/01/13
ABB46425,1,1999/01/14
ABB03013,84,1999/01/15
ABB03024,82,1999/01/15
AAY98247,23,1999/01/17
AAZ74562,12,1999/01/19
AAY98366,39,1999/01/20
ABC54668,1,1999/01/21
ABB03035,73,1999/01/22
AAY98406,15,1999/01/23
AAY64282,84,1999/01/25
AAY98319,81,1999/01/25
AAZ74430,77,1999/01/25
ABB03046,1,1999/01/25
ABC40608,2,1999/01/25
AAZ38473,84,1999/01/26
AAZ74397,19,1999/01/26
AAZ38484,1,1999/01/28
AAY64302,19,1999/01/29
AAY98339,76,1999/02/01
AAY64262,83,1999/02/02
AAY98770,,1999/02/02
AAY98237,1,1999/02/02
AAY98047,89,1999/02/03
AAY98195,82,1999/02/03
AAZ38462,64,1999/02/04
ABB53696,1,1999/02/04
AAY98396,67,1999/02/08
AAZ83323,4,1999/02/09
AAY46371,76,1999/02/10
AAY98037,96,1999/02/10
AAY98117,14,1999/02/11
AAZ38561,47,1999/02/11
AAZ74363,,1999/02/12
AAY98353,87,1999/02/16
AAY98147,,1999/02/17
AAY98097,91,1999/02/23
AAY98376,74,1999/02/24
AAY98127,89,1999/02/26
AAZ79560,86,1999/02/26
AAY98167,86,1999/03/01
AAY64342,3,1999/03/03
AAY64372,96,1999/03/08
AAY98386,74,1999/03/08
AAZ74408,66,1999/03/18
AAY64382,27,1999/03/19
AAY98329,1,1999/03/24
AAZ74584,50,1999/03/24
AAY64242,87,1999/03/26
AAY98227,73,1999/03/26
AAZ83277,45,1999/04/09
AAY98107,81,1999/04/12
AAZ79516,83,1999/05/06
ABB05205,1,1999/09/28
AAY18166,58,1999/10/03
AAY28275,59,1999/10/04
AEG64856,,1999/10/12
AAX57904,27,1999/10/25
AEG64867,,1999/11/01
AAY59035,21,1999/11/09
AAY44755,21,1999/11/09
AAX57744,21,1999/11/23
AAX57914,31,1999/11/24
AAX57794,22,1999/11/26
AAX56540,65,1999/11/29
AEG64878,,1999/11/29
AAY44785,27,1999/12/01
AAX57754,97,1999/12/04
AAY44795,80,1999/12/04
AAY28355,32,1999/12/05
AAY47052,29,1999/12/07
AAZ74617,1,1999/12/09
AAY64252,21,1999/12/13
AAX76693,1,1999/12/15
ABB05183,1,1999/12/15
AAX57774,79,1999/12/16
ABA42978,1,1999/12/16
ABB05194,16,1999/12/16
ABB02880,1,1999/12/17
AAY18186,33,1999/12/20
AAY46391,34,1999/12/20
ABA42939,1,1999/12/20
AAX57804,43,1999/12/22
AAX76673,39,1999/12/24
AAX76723,50,1999/12/24
AAX57934,60,1999/12/25
AAX57854,79,1999/12/26
AAY28591,67,1999/12/27
AAZ83288,86,1999/12/27
ABA42928,64,1999/12/27
AAX57814,67,1999/12/30
AAX57844,1,1999/12/30
ABB02869,1,1999/12/31
AAX57824,85,2000/01/03
AAX76713,58,2000/01/03
AAY18156,73,2000/01/03
ABA42509,1,2000/01/03
ABB02891,1,2000/01/03
ABB05216,1,2000/01/03
AAX57874,36,2000/01/04
AAX57834,23,2000/01/05
AAY44651,41,2000/01/05
ABA42520,74,2000/01/05
ABB04994,1,2000/01/05
AAX57884,73,2000/01/06
ABA42531,82,2000/01/09
ABB82183,,2000/01/09
ABA42542,3,2000/01/10
ABA42553,1,2000/01/12
AAX76703,89,2000/01/17
AAY18176,96,2000/01/18
AAY28363,51,2000/01/18
ABA42564,5,2000/01/18
ABB02902,63,2000/01/23
AAX57764,53,2000/01/24
ABB05005,87,2000/01/24
AAY44775,28,2000/01/27
AAX56550,72,2000/01/28
AAX57864,91,2000/02/02
AAY64212,20,2000/02/06
AEG64889,,2000/02/07
AAX57924,81,2000/02/09
AAX76683,12,2000/02/09
AAY28551,53,2000/02/09
AAY28608,61,2000/02/18
AAY28375,71,2000/02/29
AAX57894,80,2000/03/01
ABW80976,,2001
ABA18123,3,2001/01/21
ABA42302,1,2001/11/21
AAX56570,19,2001/11/22
AAX56490,20,2001/11/27
AAX11625,16,2001/12/15
AAX35861,1,2001/12/23
AAY28335,38,2001/12/25
AAX38237,29,2001/12/26
AAX57714,55,2001/12/26
AAZ79505,20,2001/12/26
ABA42313,1,2001/12/27
AAX12761,28,2001/12/29
AAY98057,1,2001/12/29
AAX56440,23,2001/12/31
AAX57733,83,2001/12/31
AAX56520,1,2002/01/04
AAZ74352,22,2002/01/04
ABA42335,3,2002/01/04
ABA42346,1,2002/01/05
ABA42989,80,2002/01/07
AAX56450,45,2002/01/08
ABA42357,2,2002/01/08
ABB02858,1,2002/01/08
AEG65142,,2002/01/09
AAY47013,42,2002/01/11
ABA42368,1,2002/01/11
AAX56460,1,2002/01/12
AAY47023,35,2002/01/14
ABA42379,4,2002/01/14
ABA42390,76,2002/01/15
AAY28648,41,2002/01/16
ABA42487,94,2002/01/16
AAX12771,21,2002/01/17
AAY28638,18,2002/01/17
AAX35851,38,2002/01/18
AAX47525,1,2002/01/18
ABA42498,1,2002/01/18
AAY28305,6,2002/01/19
AAX56580,15,2002/01/20
AAX12791,21,2002/01/22
ABA42401,1,2002/01/22
AEG65153,,2002/01/22
AAY27959,18,2002/01/23
AAY44631,18,2002/01/23
AAX56480,19,2002/01/25
AAX56500,1,2002/01/25
AAX56510,1,2002/01/27
ABB04983,1,2002/01/28
AAX11635,24,2002/01/29
AAY18116,88,2002/01/29
AAY44896,2,2002/01/29
AAX57664,22,2002/01/30
AAX57694,72,2002/01/30
AAY44641,43,2002/01/30
AAX12801,11,2002/01/31
AAX56590,88,2002/01/31
AAX76663,72,2002/02/01
ABA42412,1,2002/02/01
ABI21508,,2002/02/01
AEG65164,,2002/02/02
AAY18106,78,2002/02/04
AAY28014,19,2002/02/04
AAY28285,38,2002/02/05
AAX47535,1,2002/02/06
AAX56470,47,2002/02/06
AAX57684,1,2002/02/07
ABA42443,87,2002/02/08
AAX47515,38,2002/02/12
AAY44620,61,2002/02/12
ABA42454,61,2002/02/12
AAY44621,81,2002/02/13
AEG64900,,2002/02/13
AAX35871,13,2002/02/14
AAX57784,92,2002/02/19
AAY18585,83,2002/02/19
AAY28581,30,2002/02/19
ABA42465,29,2002/02/22
AAX12781,1,2002/02/26
AAX12811,81,2002/02/26
AAY28325,50,2002/02/26
AAY98067,49,2002/02/26
ABA42476,1,2002/02/28
AAX35841,1,2002/03/01
AAZ38539,2,2002/03/01
AAX57674,54,2002/03/05
AAY98077,51,2002/03/07
AAX57734,4,2002/03/11
AAY28628,5,2002/03/19
AAY28405,1,2002/03/21
AAY58320,,2003
AAZ43394,,2003
ABX10525,,2003
ACF54565,,2003
AAT08000,,2003
ABB03112,2,2003/01/20
AAX57944,1,2003/02/04
AAX76743,41,2003/02/05
AAY47075,81,2003/02/18
AAX76733,23,2003/02/19
AAY64272,57,2003/02/19
AAY18196,24,2003/03/08
AAY64292,5,2003/03/14
ACF22148,9,2003/03/19
ACF22159,23,2003/03/20
AAY28618,1,2003/03/21
AAY28315,1,2003/04/05
AAY44765,37,2003/04/10
AAY44661,91,2003/04/22
AAY64222,87,2003/04/22
AAY64312,83,2003/04/22
ABC40642,22,2003/04/23
AAY47085,1,2003/05/07
AAZ83242,39,2003/08/16
AEG64911,,2003/10/21
AAX56560,1,2003/10/27
AAY27863,21,2003/10/28
AAY28265,1,2003/10/28
AEI54347,,2003/10/28
AAX57644,8,2003/10/31
AAY27843,1,2003/10/31
AAY44610,63,2003/10/31
AEG64922,,2003/11/06
AAX11465,22,2003/11/11
AAX56380,15,2003/11/12
AAY18086,23,2003/11/12
ABD15625,23,2003/11/12
AEG64944,,2003/11/13
AEG64933,,2003/11/13
AAY28345,18,2003/11/16
AAY64362,34,2003/11/18
AAX11475,3,2003/11/19
ABD61260,30,2003/11/19
AEG64955,,2003/11/20
ABD15460,35,2003/11/21
ABD15504,20,2003/11/24
AAX56390,20,2003/11/26
AEG64966,,2003/11/26
AAY64332,32,2003/11/27
AAY64352,3,2003/11/28
AAY64392,78,2003/11/28
AAY98187,6,2003/11/28
AAZ79527,4,2003/11/28
AAX11495,91,2003/11/29
AAY28395,20,2003/12/01
AAY27994,9,2003/12/01
AAY46381,19,2003/12/01
AAX11485,52,2003/12/02
AAY28571,17,2003/12/02
AAX56400,43,2003/12/02
AAX11505,24,2003/12/03
AAY18096,21,2003/12/03
AAY28295,21,2003/12/04
AAX12751,21,2003/12/04
AAY28004,18,2003/12/04
AAY44906,35,2003/12/04
AEI54358,,2003/12/05
AAX11595,15,2003/12/08
AAX11525,19,2003/12/08
AAX11535,22,2003/12/08
AAX11555,9,2003/12/08
ABD15482,,2003/12/08
AAX11565,16,2003/12/09
AAX11585,3,2003/12/09
AAX76653,7,2003/12/09
AAX11515,18,2003/12/10
AAX11605,1,2003/12/10
AAX11545,11,2003/12/10
AAX76753,18,2003/12/10
AAY18564,13,2003/12/10
AAY27853,20,2003/12/10
AEG65648,,2003/12/10
AAX35831,17,2003/12/11
AAX11575,33,2003/12/12
AAX57654,19,2003/12/12
AAX12731,20,2003/12/13
AAX11615,4,2003/12/15
ABD15471,26,2003/12/15
AAX12741,71,2003/12/16
AAY18126,44,2003/12/16
AAY28486,43,2003/12/16
AAY64202,28,2003/12/16
AEG65318,,2003/12/16
AEG65252,,2003/12/17
AAX34061,20,2003/12/18
AAX56430,13,2003/12/18
AAY18611,18,2003/12/19
AEG65307,,2003/12/19
AAX11455,57,2003/12/20
AAX76643,89,2003/12/21
AAY44796,18,2003/12/23
AAY18136,50,2003/12/26
AAY18146,5,2003/12/29
AAY28561,21,2003/12/29
AAY28521,2,2003/12/29
AAY28531,82,2003/12/29
ABD15493,83,2003/12/31
ABW80975,,2004
ACF41900,,2004
AFH00637,,2004
AFM71868,,2004
AAX56410,66,2004/01/05
AAX57704,5,2004/01/06
AAX76763,86,2004/01/06
AAY28385,65,2004/01/06
AAY28541,3,2004/01/06
AAX56420,1,2004/01/09
AEG65175,,2004/01/09
ABD61271,1,2004/01/12
ABD15449,1,2004/01/13
ABD60922,72,2004/01/15
AEH77279,,2004/01/20
AEG64977,,2004/01/20
AAX76623,92,2004/01/30
AAX35821,20,2004/02/05
ABB03079,51,2004/09/17
ABB80012,71,2004/09/17
ABB53718,54,2004/09/20
ABB46458,48,2004/09/27
ABC84400,69,2004/09/27
ABD15526,81,2004/10/19
ABB53614,46,2004/11/01
AAZ74551,80,2004/11/04
AAZ79944,87,2004/11/05
ABA18048,27,2004/11/06
ABA42269,17,2004/11/06
ABA12740,88,2004/11/08
ABB03090,5,2004/11/08
AAZ83688,32,2004/11/11
ABB80137,43,2004/11/11
ABC54679,39,2004/11/18
AAZ79593,35,2004/11/18
ABA18134,33,2004/11/22
ABB80001,97,2004/11/27
AAZ38583,29,2004/11/30
AAZ74419,56,2004/12/01
AAZ83371,87,2004/12/01
AAZ80030,18,2004/12/07
AAZ79615,70,2004/12/08
AAZ74474,18,2004/12/09
AAZ74595,79,2004/12/09
ABA18026,66,2004/12/09
ABD61282,17,2004/12/10
ABA12762,60,2004/12/15
AAZ79627,51,2004/12/16
ABA43200,24,2004/12/16
ABB02847,52,2004/12/16
AAZ74452,37,2004/12/20
AAZ74463,71,2004/12/20
AAZ83382,46,2004/12/20
AAZ38616,16,2004/12/21
AAZ79626,39,2004/12/21
AAZ38550,45,2004/12/22
AAZ74485,51,2004/12/22
ABM22301,51,2004/12/22
ABM22312,51,2004/12/22
ABM22323,51,2004/12/22
ABM22334,51,2004/12/22
ABN50984,51,2004/12/22
AAZ38650,9,2004/12/24
AAZ83649,86,2004/12/26
AAZ38572,16,2004/12/27
AAZ74496,23,2004/12/27
ABB02836,61,2004/12/27
ABM22345,46,2004/12/27
ABM66919,53,2004/12/27
ABM22356,46,2004/12/27
ABM66930,53,2004/12/27
ABM66941,53,2004/12/27
ABN50995,53,2004/12/27
ABQ44427,,2004/12/27
AAZ74518,43,2004/12/28
AAZ79985,43,2004/12/28
ABA43167,48,2004/12/28
ABA87242,1,2004/12/28
AAZ74540,24,2004/12/29
ABF17954,,2005
AFH00648,,2005
AAZ38528,16,2005/01/03
AAZ74507,57,2005/01/03
ABA12751,58,2005/01/04
ABA12780,33,2005/01/04
ABA87253,78,2005/01/04
AAZ80017,78,2005/01/05
AAZ79974,30,2005/01/06
AAZ38594,37,2005/01/07
ABB53625,46,2005/01/07
ABM22367,22,2005/01/10
ABM66952,26,2005/01/10
ABM66963,26,2005/01/10
ABM66996,22,2005/01/10
ABM66974,26,2005/01/10
ABM67007,22,2005/01/10
ABM66985,26,2005/01/10
ABM67018,22,2005/01/10
ABO32827,22,2005/01/10
ABO44079,26,2005/01/10
AEG64988,,2005/01/12
AAZ38506,18,2005/01/17
ABA43178,1,2005/01/18
ABB53685,4,2005/01/18
ABB53652,62,2005/01/19
ABA42291,19,2005/01/24
AEG65186,,2005/01/25
AAZ74573,72,2005/01/28
AAZ38605,24,2005/01/29
AAZ74529,20,2005/01/29
ABB53663,20,2005/02/01
AAZ38517,38,2005/02/02
ABB46436,84,2005/02/02
ABB53674,1,2005/02/02
AEG65604,,2005/02/07
AEG65769,,2005/02/07
ABB79731,1,2005/02/08
AEI54424,,2005/02/08
ABB03057,64,2005/02/09
AEI54369,,2005/02/10
AEG64999,,2005/02/11
AAZ74441,18,2005/02/15
ABA18156,74,2005/02/15
AAZ79941,58,2005/02/16
AEG65197,,2005/02/16
AAZ79963,23,2005/02/22
AAZ38638,4,2005/03/04
ABB03068,86,2005/03/07
ABB46447,70,2005/03/08
AEG65010,,2005/03/10
AAZ79996,19,2005/03/23
AEG65021,,2005/04/06
ACF54576,,2005
ABW80978,,2005
AEG65703,,2005/10/25
AEG65714,,2005/11/02
AEG65747,,2005/11/15
AEG65725,,2005/11/29
AEG65032,,2005/11/30
AEG65736,,2005/12/02
AEG65758,,2005/12/05
AEG65043,,2005/12/19
AEG65054,,2005/12/23
ABW23240,,2006
ABR88080,,2006
AEG65208,,2006/01/09
ABW23239,,2006/02/09
AEG65065,,2006/02/13
AEG65076,,2006/02/15
AEG65087,,2006/02/21
ABN51010,13,2006/02/23
ABO32838,13,2006/02/23
ABO32849,13,2006/02/23
ABO32860,13,2006/02/23
ABO38274,13,2006/02/23
ABM67029,80,2006/02/28
ABN51021,80,2006/02/28
ABN59390,80,2006/02/28
ABO32871,80,2006/02/28
ABO32882,80,2006/02/28
ACA33679,,2006/03/01
ABM67040,17,2006/03/01
