# BEAST v1.7.5
# Generated Thu Sep 12 15:18:30 EDT 2013 [seed=1379013480740]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	clock.rate	treeLikelihood	skyline
0	-21211.22387670832	-4089.0396310338074	-17122.184245674514	29.514337012545727	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	29.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.01	-17122.184245674514	-1708.8103310223066
10000	-17263.20270970577	-3504.3501488255306	-13758.852560880237	41.056110750508374	20.306135677481365	12.59330677670302	28.55901912918344	9.82855712771849	18.960178938457634	21.44485778028301	15.827817924930057	23.880911350478648	13.55711969130582	15.64063049381408	35.0	39.0	29.0	20.0	31.0	41.0	33.0	22.0	24.0	25.0	0.7238062218832112	1.328627513903465	0.6064911937803739	0.22108176797920812	0.6913479843555731	0.2749993265300487	0.24367547109742493	0.2299545777685976	0.2513706246039287	0.9849620373720126	0.3567427972800617	0.0014522007676682016	-13758.852560880237	-1152.6422952833886
20000	-16751.98206673503	-3420.749592839738	-13331.232473895292	38.11819394769132	13.159146009744806	10.101086808163629	21.279447464877023	8.97054019291024	11.092630376358464	12.076795695849787	13.304577497024603	19.0060332955296	6.062670450905438	12.412914491254824	37.0	35.0	30.0	18.0	40.0	37.0	41.0	24.0	14.0	23.0	0.4172038853192295	1.7908390880523257	0.3976572026248233	0.08239650397754754	0.31639610825936404	0.2760337444423922	0.24620960260240285	0.23326811763558053	0.2444885353196244	1.3303136732902519	0.3567427972800617	0.0017545548055783401	-13331.232473895292	-1074.285317806017
30000	-16601.018727106824	-3409.2596263404585	-13191.759100766367	39.902624796499104	13.713362832674003	14.578557876723695	15.124594795626882	10.739860320631072	13.742814218456665	13.738945673607745	10.865759710973729	25.66300264463534	11.73906680271111	19.559600087112287	46.0	24.0	35.0	18.0	26.0	42.0	46.0	21.0	22.0	19.0	0.3537133640852868	1.574677969785722	0.3945597302490116	0.04722380656484387	0.24272466741765464	0.2877693904819193	0.23705941730646032	0.23342614828924893	0.2417450439223714	0.9388537467514452	0.3096315686265203	0.0018124734517345764	-13191.759100766367	-1063.4353725868552
40000	-16360.736444890008	-3373.527725948945	-12987.208718941063	33.536110783698945	10.19053130002888	7.6157860887551925	13.970813500016645	15.33553149082962	12.787702242806697	16.022035780592596	11.283253438129455	13.171838417810015	11.520602473348424	10.077555058286519	38.0	29.0	29.0	16.0	49.0	56.0	45.0	15.0	10.0	12.0	0.3372141603869789	1.2117194285221562	0.15017148000674135	0.04911055322203419	0.21379691971246778	0.2963947315115255	0.2303079299708304	0.2301518667575151	0.24314547176012893	1.0020210026383782	0.3105013702507359	0.0018502497094849601	-12987.208718941063	-1031.4310799549742
50000	-16250.925351479937	-3322.7229431430683	-12928.202408336869	33.50398797053093	11.437741417940776	5.250971923444725	15.906721761662364	2.2083806745567993	9.785862522148156	9.400488715939199	8.915146897697959	10.93249662861284	10.299710436573045	1.8436723295294237	42.0	23.0	30.0	4.0	43.0	73.0	42.0	30.0	7.0	5.0	0.2580036815665291	1.1346208733896235	0.11809110059338329	0.031258257683191404	0.1667191149005915	0.29997073072299724	0.2266158199490544	0.234936190086989	0.23847725924095936	1.423665314320118	0.38915128635069074	0.0019846290836533103	-12928.202408336869	-981.3712039612849
60000	-16206.943497680668	-3300.758205193468	-12906.1852924872	31.90614315683131	15.574402205600293	13.006075026081378	7.235243099388683	10.37110926969948	9.604156981209034	8.718963480808807	8.791722112594254	5.541348291656605	8.696427900928118	5.7731846652984595	31.0	14.0	39.0	4.0	49.0	75.0	49.0	21.0	8.0	9.0	0.2630689633489198	1.07412879765715	0.1116220574732773	0.020439966111959532	0.16704431482925466	0.3136808404726429	0.21503209391780287	0.23280980636859488	0.23847725924095936	1.264428216339341	0.37146950110066795	0.002117209014571762	-12906.1852924872	-962.6754933261317
70000	-16127.421599435887	-3255.866547968991	-12871.555051466896	32.1645887584994	7.493982487112487	19.47165812765351	5.401669986832982	8.637568616795871	11.013315001450499	7.615954443115481	7.448797872126752	9.410283492141067	8.944839081552406	3.8812568965687717	18.0	19.0	29.0	19.0	31.0	84.0	46.0	31.0	20.0	2.0	0.25124545848173546	1.0026970223696003	0.09393103767713291	0.014449898269643572	0.15039580440420855	0.3297598859309146	0.19746705745563276	0.23395369403984095	0.2388193625736117	1.2847967747382028	0.3391975372053404	0.002288793930534015	-12871.555051466896	-918.0585056467644
80000	-16075.538952856288	-3223.9255942560376	-12851.61335860025	31.181114173297644	9.364265676564704	20.112047393192622	5.0001097978965605	8.546319264893251	7.836871097199458	7.771779441227993	6.418891992858012	5.47293904113346	6.9081265789834125	0.9808454372574278	31.0	14.0	23.0	29.0	24.0	71.0	59.0	33.0	14.0	1.0	0.2175514064856163	1.017461599015812	0.10200277674249827	0.02290628676114157	0.15168919457049257	0.34241045581303564	0.19713392300419352	0.22216876709138297	0.23828685409138783	1.489975185222578	0.359727079180662	0.002356186835267255	-12851.61335860025	-887.1560431174121
90000	-15997.646299894335	-3186.090500284526	-12811.555799609809	32.00456681590001	5.193581790214687	21.907701570351353	3.909422530703624	7.11801039274943	6.252705712471217	5.36241278536529	6.742966332141966	4.542969617918681	5.949996314493564	3.6327297578640545	23.0	17.0	21.0	36.0	20.0	52.0	57.0	41.0	26.0	6.0	0.24484518187572996	1.0482729083610254	0.09996012493767274	0.011572400723890966	0.1725556163431756	0.3343822668964641	0.2036528849657572	0.2208060928732634	0.24115875526451525	1.2763116593281265	0.31992368457205544	0.002509426329387086	-12811.555799609809	-849.8457720043892
100000	-15998.544441641478	-3187.835452160798	-12810.70898948068	31.609726688224583	6.311405500508412	12.916936037738392	4.458031138276905	6.654894020395377	6.810545806746809	7.9195694050061	6.845150974555391	6.1669450673891575	4.9537375367956225	1.0282120707795652	28.0	11.0	30.0	44.0	3.0	64.0	53.0	38.0	26.0	2.0	0.23479149927569815	1.0219491089111574	0.10048246504029819	0.011037367281402482	0.16745518241176457	0.33780471956695296	0.2044226735040858	0.22425543188869415	0.23351717504026706	1.4968266830209929	0.34109232946964774	0.002659827477325573	-12810.70898948068	-853.7046931074544
110000	-15962.425417384306	-3169.4260209330605	-12792.999396451245	31.73672911107286	5.774841208573924	11.343406114602432	3.676086960345174	6.624251284023478	3.4754843014500256	7.661939505038907	6.542098227066714	5.036506946908826	5.1766190057779164	2.3650305042241677	31.0	14.0	30.0	34.0	6.0	59.0	53.0	37.0	32.0	3.0	0.18428894960399828	0.7748315154095538	0.10796542133026488	0.022200383477734724	0.11873402018684455	0.36053935886172184	0.20349040349816463	0.20977451975704747	0.22619571788306608	1.9568139526444892	0.36488888454310553	0.00265990084016692	-12792.999396451245	-834.8168125014405
120000	-15905.600922034102	-3134.2363809427115	-12771.36454109139	31.467351813864585	6.332844463931595	10.432071144798694	2.1828915265289255	7.721192286015	4.544145977212967	8.204735864721775	3.6178286816439558	4.845219604738773	4.695119713379517	2.286312385614414	22.0	17.0	32.0	47.0	3.0	45.0	46.0	37.0	48.0	2.0	0.1988809103809938	0.9283750269293265	0.08311144256609093	0.033652654364768275	0.16981470205955354	0.3607552007595367	0.1992009670058915	0.20742297543242125	0.2326208568021506	1.1841712687464063	0.3416725863115198	0.0025886852798889695	-12771.36454109139	-799.9922667969181
