ABB54514,10,37,27,64
ABN51099,11,37,26,63
ABN51121,10,37,27,64
ABO44068,11,37,26,63
ABO52357,10,37,27,64
ABP49514,11,37,26,63
ABR15797,11,37,26,63
ABN51110,10,37,27,64
ABN51132,10,37,27,64
ABP49503,10,37,27,64
ABO52324,11,37,26,63
ABO52368,11,37,26,63
ABS49899,11,37,26,63
ABS49910,11,37,26,63
BAG12818,11,37,26,63
AAA43187,12,38,26,64
AAZ80007,11,37,26,63
ABB52376,10,37,27,64
ABP49184,13,38,25,63
AAZ43383,10,37,27,64
ABD17323,10,37,27,64
ABA12773,10,37,27,64
ABC84542,10,37,27,64
ABC97374,10,37,27,64
ABC02332,10,37,27,64
ABB96352,13,39,26,65
ABC02321,13,39,26,65
ABC02255,13,39,26,65
ABO52335,11,38,27,65
ABO52313,14,39,25,64
ABB96363,12,40,28,68
ABC02266,12,40,28,68
ABC40544,11,39,28,67
ABD16751,12,40,28,68
ABD16740,11,39,28,67
ABD61757,11,39,28,67
ABP49492,12,39,27,66
ABQ01366,11,39,28,67
ABR28592,11,39,28,67
ABB96374,13,40,27,67
ABB96395,13,40,27,67
ABC02310,13,40,27,67
ABC67839,13,40,27,67
ABC67861,13,40,27,67
ABO52346,10,39,29,68
AFG99105,12,39,27,66
AFM68965,12,39,27,66
ABB96341,13,40,27,67
ABB96319,13,40,27,67
ABB96330,13,40,27,67
ABC46554,12,40,28,68
ABO33069,12,40,28,68
ABO38230,12,40,28,68
ABC46565,15,42,27,69
ABC40555,16,43,27,70
ABC86137,15,42,27,69
ABD16762,15,42,27,69
ABC46576,15,42,27,69
ABD61529,17,43,26,69
ABC84531,17,43,26,69
ABD17334,18,43,25,68
ABD16729,17,43,26,69
ABD61777,17,43,26,69
ABG37208,20,44,24,68
AAZ43370,18,44,26,70
ABA16214,19,44,25,69
ABD16718,17,43,26,69
ABG26802,18,43,25,68
ABI93039,18,43,25,68
ABO38241,18,43,25,68
AFG99237,15,43,28,71
ABF47550,17,44,27,71
ABB96509,18,45,27,72
ABD16593,17,44,27,71
ABD16582,18,44,26,70
AEM60069,18,45,27,72
AFG99259,19,45,26,71
AFH00747,17,44,27,71
AFG99303,17,44,27,71
ABA43336,18,45,27,72
