1,12.3,29.9,42.2
2,11.95,29.9,41.85
3,11.95,29.9,41.85
4,11.95,29.9,41.85
5,11.95,29.9,41.85
6,11.95,29.9,41.85
7,11.95,29.9,41.85
8,11.83,30.42,42.25
9,11.83,30.42,42.25
10,11.95,29.9,41.85
11,12.48,29.9,42.38
12,11.95,29.9,41.85
13,11.95,29.9,41.85
14,11.95,29.9,41.85
15,11.84,30.55,42.39
16,11.95,29.9,41.85
17,11.95,29.9,41.85
18,11.35,29.9,41.25
19,11.95,29.9,41.85
20,11.95,29.9,41.85
21,11.95,29.9,41.85
22,11.95,29.9,41.85
23,11.95,29.9,41.85
24,11.95,29.9,41.85
25,11.83,30.42,42.25
26,11.95,29.9,41.85
27,11.95,29.9,41.85
28,11.95,29.9,41.85
29,11.95,29.9,41.85
30,11.89,30,41.9
31,11.89,30,41.9
32,11.96,29.9,41.86
33,10.1,26.08,36.18
34,12.26,30.01,42.27
35,12.27,30.01,42.27
36,11.72,30.01,41.73
37,11.72,30.01,41.73
38,12.27,30.01,42.27
39,12.27,30.01,42.27
40,12.27,30.01,42.27
41,12.27,30.01,42.27
42,12.27,30.01,42.27
43,12.27,30.01,42.27
44,12.89,30.01,42.89
45,12.89,30.01,42.89
46,12.27,30.01,42.27
47,12.27,30.01,42.27
48,11.36,30.01,41.37
49,12.62,27.49,40.11
50,12.62,27.49,40.11
51,12.62,27.49,40.11
52,12.46,27.34,39.8
53,12.77,27.34,40.11
54,12.46,27.34,39.8
55,12.45,27.49,39.94
56,12.19,27.49,39.68
57,12.23,27.49,39.72
58,12.23,27.49,39.72
59,12.23,27.49,39.72
60,12.23,27.49,39.72
61,12.23,27.49,39.72
62,12.23,27.49,39.72
63,12.23,27.49,39.72
64,12.23,27.49,39.72
65,12.23,27.49,39.72
66,12.23,27.49,39.72
67,12.23,27.49,39.72
68,12.23,27.49,39.72
69,12.23,27.49,39.72
70,13,27.49,40.49
71,12.23,27.49,39.72
72,12.23,27.49,39.72
73,12.23,27.49,39.72
74,12.23,27.49,39.72
75,12.93,27.49,40.42
76,12.84,27.34,40.18
77,11.73,26.82,38.55
78,11.88,27.49,39.37
79,11.04,27.49,38.53
80,11.88,27.49,39.37
81,13.53,27.72,41.24
82,14.36,27.72,42.08
83,14.37,27.72,42.08
84,13.57,27.72,41.29
85,14.37,27.72,42.08
86,14.37,27.72,42.08
87,14.37,27.72,42.08
88,13.55,26.25,39.8
89,13.55,26.25,39.8
90,13.55,26.25,39.8
91,13.55,26.25,39.8
92,13.55,26.25,39.8
93,13.23,26.25,39.48
94,13.23,26.25,39.48
95,13.37,26.25,39.62
96,13.28,26.25,39.53
97,13.28,26.25,39.53
98,13.37,26.25,39.62
99,13.37,26.25,39.62
100,13.37,26.25,39.62
101,13.37,26.25,39.62
102,13.37,26.25,39.62
103,13.68,26.25,39.93
104,13.37,26.25,39.62
105,13.37,26.25,39.62
106,12.9,26.25,39.16
107,13.37,26.25,39.62
108,13.37,26.25,39.62
109,13.37,26.25,39.62
110,13.37,26.25,39.62
111,13.37,26.25,39.62
112,13.35,26.25,39.61
113,13.31,26.25,39.56
114,13.36,26.25,39.61
115,13.37,26.25,39.62
116,12.89,26.25,39.14
117,14.21,26.25,40.46
118,13.37,26.25,39.62
119,13.37,26.25,39.62
120,12.58,26.25,38.83
121,13.37,26.25,39.62
122,13.37,26.25,39.62
123,13.37,26.25,39.62
124,13.36,26.25,39.62
125,13.36,26.25,39.62
126,13.97,26.25,40.23
127,13.37,26.25,39.62
128,13.73,27.58,41.31
129,12.53,26.25,38.78
130,11.93,26.25,38.18
131,12.53,26.25,38.78
132,12.34,26.25,38.6
133,12.53,26.25,38.78
134,13.37,26.25,39.62
135,13.37,26.25,39.62
136,13.37,26.25,39.62
137,13.37,26.25,39.62
138,13.28,26.25,39.53
139,13.37,26.25,39.62
140,13.37,26.25,39.62
141,12.59,26.25,38.84
142,12.59,26.25,38.84
143,13.37,26.25,39.62
144,13.37,26.25,39.62
145,13.37,26.25,39.62
146,13.37,26.25,39.62
147,13.37,26.25,39.62
148,13.37,26.25,39.62
149,13.37,26.25,39.62
150,13.37,26.25,39.62
151,13.37,26.25,39.62
152,12.53,26.25,38.78
153,11.92,26.25,38.18
154,13.37,26.25,39.62
155,13.37,26.25,39.62
156,13.37,26.25,39.62
157,12.69,26.25,38.94
158,13.7,26.25,39.95
159,13.7,26.25,39.95
160,13.21,26.28,39.49
161,13.21,26.28,39.49
162,13.21,26.28,39.49
163,13.21,26.28,39.49
164,13.21,26.28,39.49
165,12.72,26.28,39.01
166,12.42,26.28,38.7
167,12.42,26.28,38.7
168,12.86,26.28,39.14
