    1   ,19,45,26,71
    2   ,18,45,27,72
    3   ,18,45,27,72
    4   ,18,45,27,72
    5   ,18,45,27,72
    6   ,17,45,28,73
    7   ,18,45,27,72
    8   ,18,45,27,72
    9   ,18,45,27,72
    10  ,18,45,27,72
    11  ,19,46,27,73
    12  ,18,45,27,72
    13  ,18,45,27,72
    14  ,18,45,27,72
    15  ,18,45,27,72
    16  ,18,45,27,72
    17  ,18,45,27,72
    18  ,16,44,28,72
    19  ,18,45,27,72
    20  ,18,45,27,72
    21  ,18,45,27,72
    22  ,18,45,27,72
    23  ,18,45,27,72
    24  ,18,45,27,72
    25  ,18,45,27,72
    26  ,18,45,27,72
    27  ,18,45,27,72
    28  ,18,45,27,72
    29  ,18,45,27,72
    30  ,18,45,27,72
    31  ,18,45,27,72
    32  ,18,45,27,72
    33  ,16,43,27,70
    34  ,18,45,27,72
    35  ,18,45,27,72
    36  ,17,45,28,73
    37  ,17,45,28,73
    38  ,18,45,27,72
    39  ,18,45,27,72
    40  ,18,45,27,72
    41  ,18,45,27,72
    42  ,18,45,27,72
    43  ,18,45,27,72
    44  ,19,46,27,73
    45  ,19,46,27,73
    46  ,18,45,27,72
    47  ,18,45,27,72
    48  ,16,44,28,72
    49  ,17,44,27,71
    50  ,17,44,27,71
    51  ,17,44,27,71
    52  ,16,44,28,72
    53  ,17,45,28,73
    54  ,16,44,28,72
    55  ,16,44,28,72
    56  ,15,43,28,71
    57  ,15,43,28,71
    58  ,15,43,28,71
    59  ,15,43,28,71
    60  ,15,43,28,71
    61  ,15,43,28,71
    62  ,15,43,28,71
    63  ,15,43,28,71
    64  ,15,43,28,71
    65  ,15,43,28,71
    66  ,15,43,28,71
    67  ,15,43,28,71
    68  ,15,43,28,71
    69  ,15,43,28,71
    70  ,17,44,27,71
    71  ,15,43,28,71
    72  ,15,43,28,71
    73  ,15,43,28,71
    74  ,15,43,28,71
    75  ,18,44,26,70
    76  ,17,44,27,71
    77  ,16,44,28,72
    78  ,16,44,28,72
    79  ,15,43,28,71
    80  ,16,44,28,72
    81  ,18,44,26,70
    82  ,19,45,26,71
    83  ,19,45,26,71
    84  ,18,44,26,70
    85  ,19,45,26,71
    86  ,19,45,26,71
    87  ,19,45,26,71
    88  ,19,45,26,71
    89  ,19,45,26,71
    90  ,19,45,26,71
    91  ,19,45,26,71
    92  ,19,45,26,71
    93  ,18,44,26,70
    94  ,18,44,26,70
    95  ,19,44,25,69
    96  ,19,44,25,69
    97  ,19,44,25,69
    98  ,19,44,25,69
    99  ,19,44,25,69
    100 ,19,44,25,69
    101 ,19,44,25,69
    102 ,19,44,25,69
    103 ,20,44,24,68
    104 ,19,44,25,69
    105 ,19,44,25,69
    106 ,18,44,26,70
    107 ,19,44,25,69
    108 ,19,44,25,69
    109 ,19,44,25,69
    110 ,19,44,25,69
    111 ,19,44,25,69
    112 ,19,44,25,69
    113 ,19,44,25,69
    114 ,19,44,25,69
    115 ,19,44,25,69
    116 ,18,44,26,70
    117 ,20,45,25,70
    118 ,19,44,25,69
    119 ,19,44,25,69
    120 ,18,43,25,68
    121 ,19,44,25,69
    122 ,19,44,25,69
    123 ,19,44,25,69
    124 ,19,44,25,69
    125 ,19,44,25,69
    126 ,20,45,25,70
    127 ,19,44,25,69
    128 ,19,44,25,69
    129 ,18,43,25,68
    130 ,16,42,26,68
    131 ,18,43,25,68
    132 ,17,42,25,67
    133 ,18,43,25,68
    134 ,19,44,25,69
    135 ,19,44,25,69
    136 ,19,44,25,69
    137 ,19,44,25,69
    138 ,19,44,25,69
    139 ,19,44,25,69
    140 ,19,44,25,69
    141 ,18,44,26,70
    142 ,18,44,26,70
    143 ,19,44,25,69
    144 ,19,44,25,69
    145 ,19,44,25,69
    146 ,19,44,25,69
    147 ,19,44,25,69
    148 ,19,44,25,69
    149 ,19,44,25,69
    150 ,19,44,25,69
    151 ,19,44,25,69
    152 ,18,43,25,68
    153 ,16,42,26,68
    154 ,19,44,25,69
    155 ,19,44,25,69
    156 ,19,44,25,69
    157 ,18,44,26,70
    158 ,19,44,25,69
    159 ,19,44,25,69
    160 ,18,44,26,70
    161 ,18,44,26,70
    162 ,18,44,26,70
    163 ,18,44,26,70
    164 ,18,44,26,70
    165 ,18,43,25,68
    166 ,17,43,26,69
    167 ,17,43,26,69
    168 ,17,43,26,69
    169 ,18,44,26,70
    170 ,18,44,26,70
    171 ,18,44,26,70
    172 ,18,44,26,70
    173 ,18,44,26,70
    174 ,18,44,26,70
    175 ,18,44,26,70
    176 ,18,44,26,70
    177 ,18,44,26,70
    178 ,18,44,26,70
    179 ,18,44,26,70
    180 ,18,44,26,70
    181 ,18,44,26,70
    182 ,17,43,26,69
    183 ,18,44,26,70
    184 ,20,45,25,70
    185 ,18,44,26,70
    186 ,18,44,26,70
    187 ,18,44,26,70
    188 ,18,44,26,70
    189 ,19,44,25,69
    190 ,19,44,25,69
    191 ,18,44,26,70
    192 ,18,44,26,70
    193 ,18,44,26,70
    194 ,18,44,26,70
    195 ,18,44,26,70
    196 ,17,43,26,69
    197 ,18,44,26,70
    198 ,18,44,26,70
    199 ,18,44,26,70
    200 ,18,44,26,70
    201 ,18,44,26,70
    202 ,18,44,26,70
